qid,doc_id,rel,source
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_234,,bm25
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_235,,bm25/dense/dense_bm25/tfidf
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_30,,bm25
A057,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_554,,bm25/dense_bm25
A057,数据结构 (邓俊辉) (Z-Library)_chunk_131,,dense/dense_bm25
A057,数据结构 (邓俊辉) (Z-Library)_chunk_132,,dense/dense_bm25
A057,数据结构 (邓俊辉) (Z-Library)_chunk_137,,dense/dense_bm25
A057,数据结构 (邓俊辉) (Z-Library)_chunk_138,,dense
A057,数据结构 (邓俊辉) (Z-Library)_chunk_400,,bm25/dense/dense_bm25/tfidf
A057,数据结构 (邓俊辉) (Z-Library)_chunk_401,,dense
A057,数据结构 (邓俊辉) (Z-Library)_chunk_408,,dense_bm25/tfidf
A057,数据结构 (邓俊辉) (Z-Library)_chunk_409,,tfidf
A057,数据结构 (邓俊辉) (Z-Library)_chunk_413,,dense/dense_bm25/tfidf
A057,数据结构 (邓俊辉) (Z-Library)_chunk_416,,tfidf
A057,数据结构 (邓俊辉) (Z-Library)_chunk_418,,bm25/tfidf
A057,数据结构 (邓俊辉) (Z-Library)_chunk_476,,tfidf
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_111,,dense/dense_bm25/tfidf
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_114,,dense/dense_bm25
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_139,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_162,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_333,,dense_bm25
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_334,,bm25/dense/dense_bm25/tfidf
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_336,,dense_bm25
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_372,,dense_bm25
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_52,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_69,,dense/dense_bm25/tfidf
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_73,,dense/dense_bm25/tfidf
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_74,,dense/dense_bm25/tfidf
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_76,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_77,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_78,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_80,,dense/dense_bm25
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_81,,dense
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_91,,dense_bm25
A057,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_93,,dense
A057,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_613",,bm25
A057,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_801",,bm25
A057,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_196,,dense/dense_bm25
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_118,,dense
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_125,,bm25/dense/dense_bm25/tfidf
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_200,,bm25/dense_bm25
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_234,,bm25
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_31,,tfidf
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_48,,bm25
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_65,,bm25/dense_bm25
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_76,,bm25/dense/dense_bm25/tfidf
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_77,,bm25/dense_bm25
A058,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_95,,bm25/dense_bm25/tfidf
A058,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_101,,dense
A058,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_265,,dense/dense_bm25
A058,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_270,,dense
A058,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_310,,dense/dense_bm25
A058,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_344,,tfidf
A058,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_345,,tfidf
A058,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_68,,dense/dense_bm25
A058,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_311,,dense
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_1118",,bm25/dense_bm25
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_115",,dense/dense_bm25
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_117",,dense
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_148",,dense
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_172",,dense/dense_bm25
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_178",,dense
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_574",,dense_bm25
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_720",,bm25/dense_bm25/tfidf
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_824",,bm25/dense_bm25/tfidf
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_832",,dense/dense_bm25
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_834",,dense_bm25
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_847",,bm25/dense/dense_bm25/tfidf
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_859",,dense/dense_bm25/tfidf
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_863",,dense
A058,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_936",,bm25/dense/dense_bm25/tfidf
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_102",,bm25/dense_bm25/tfidf
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_152",,bm25
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_75",,bm25/dense/dense_bm25/tfidf
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_76",,bm25/dense_bm25/tfidf
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_85",,tfidf
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_91",,dense
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_93",,tfidf
A058,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_95",,dense_bm25
A058,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_252,,dense/dense_bm25
A058,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_319,,tfidf
A058,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_464,,dense/dense_bm25
A058,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_484,,dense/dense_bm25
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_115,,dense
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_116,,dense
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_125,,bm25/dense_bm25/tfidf
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_203,,dense
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_38,,dense/dense_bm25/tfidf
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_435,,dense/dense_bm25
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_436,,dense
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_74,,tfidf
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_85,,bm25
A058,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_97,,bm25
A059,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_114,,dense
A059,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_123,,dense/dense_bm25
A059,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_124,,dense_bm25
A059,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_258,,dense/dense_bm25
A059,2024年王道计算机网络复习指导 (王道计算机) (Z-Library)_chunk_418,,dense
A059,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_121,,dense
A059,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_175,,dense
A059,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_218,,bm25/dense/dense_bm25/tfidf
A059,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_225,,dense/dense_bm25
A059,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_284,,dense/dense_bm25
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_576",,bm25/dense/dense_bm25/tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_577",,dense_bm25
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_578",,tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_579",,bm25/dense_bm25/tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_580",,bm25/dense_bm25/tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_581",,bm25/dense/dense_bm25
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_593",,bm25
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_596",,dense_bm25
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_602",,dense_bm25
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_610",,bm25/dense_bm25/tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_634",,bm25/tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_635",,tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_636",,bm25/tfidf
A059,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_637",,dense_bm25
A059,数据结构 (邓俊辉) (Z-Library)_chunk_211,,bm25/dense/dense_bm25/tfidf
A059,数据结构 (邓俊辉) (Z-Library)_chunk_236,,bm25/dense/dense_bm25/tfidf
A059,数据结构 (邓俊辉) (Z-Library)_chunk_281,,dense
A059,数据结构 (邓俊辉) (Z-Library)_chunk_400,,dense
A059,数据结构 (邓俊辉) (Z-Library)_chunk_62,,dense/dense_bm25
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_172,,dense
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_178,,dense
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_201,,bm25/dense_bm25/tfidf
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_202,,bm25/dense/dense_bm25
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_203,,bm25
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_204,,bm25/dense/dense_bm25/tfidf
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_210,,bm25/tfidf
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_211,,dense_bm25
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_215,,bm25/dense_bm25
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_217,,tfidf
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_239,,bm25/dense_bm25/tfidf
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_253,,dense/dense_bm25
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_254,,bm25/tfidf
A059,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_52,,dense
A059,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_103",,dense
A059,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_34",,dense
A059,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_39",,dense
A059,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_41",,dense/dense_bm25
A059,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_448",,dense/dense_bm25
A059,"计算机网络 (吴功宜,吴英) (Z-Library)(OCR)_chunk_71",,dense
A059,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_100,,bm25/dense_bm25/tfidf
A059,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_136,,dense
A059,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_228,,tfidf
A059,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_239,,dense/dense_bm25
A059,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_398,,tfidf
A059,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_399,,dense_bm25
A060,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_153,,dense
A060,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_218,,dense
A060,Operating Systems Three Easy Pieces (Remzi H. Arpaci-Dusseau etc.) (Z-Library)_chunk_88,,dense
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_31,,dense/dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_40,,dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_546,,bm25/dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_547,,bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_548,,bm25/tfidf
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_55,,dense/dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_551,,bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_69,,dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_71,,bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_72,,bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_76,,bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_80,,dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_81,,dense/dense_bm25
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_89,,tfidf
A060,操作系统导论-OSTEP (王海鹏 译) (Z-Library)_chunk_97,,tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_101",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_103",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_107",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_108",,dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_109",,dense/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_110",,dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_112",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_115",,dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_132",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_148",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_156",,dense/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_159",,dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_160",,bm25/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_161",,bm25/dense/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_163",,bm25/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_165",,tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_166",,bm25/dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_168",,bm25/dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_169",,tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_170",,tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_171",,bm25/dense/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_172",,dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_177",,bm25/dense/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_178",,dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_182",,bm25/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_243",,bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_447",,dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_476",,dense
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_530",,dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_534",,tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_552",,dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_553",,bm25/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_718",,dense/dense_bm25/tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_719",,tfidf
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_850",,bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_853",,dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_934",,bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_970",,dense/dense_bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_977",,bm25
A060,"现代操作系统 (Andrew S. Tanenbaum, Herbert Bos) (Z-Library)_chunk_98",,dense
A060,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_69,,dense
A060,计算机网络（原书第7版） 自顶向下方法 (James F. Kurose Keith W. Ross) (Z-Library)_chunk_70,,dense
A060,计算机网络（第8版） (谢希仁) (Z-Library)(OCR)_chunk_324,,dense
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_153,,dense/dense_bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_156,,dense/dense_bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_159,,dense
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_160,,dense/dense_bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_162,,dense_bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_163,,bm25/dense_bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_165,,bm25/dense_bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_167,,bm25
A061,Python数据结构与算法分析 第3版 (米勒 拉努姆 罗曼) (Z-Library)_chunk_172,,dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_505",,bm25/dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_506",,bm25/tfidf
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_510",,dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_514",,bm25/dense/dense_bm25/tfidf
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_515",,bm25/dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_517",,bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_518",,dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_520",,dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_523",,dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_524",,dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_530",,bm25/dense_bm25/tfidf
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_531",,bm25/dense/dense_bm25/tfidf
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_538",,bm25/tfidf
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_539",,bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_541",,bm25/tfidf
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_542",,dense/dense_bm25
A061,"[计算机科学丛书]数据结构与算法 Python语言实现 (Michael T. Goodrich, Roberto Tamassia etc.) (Z-Library)_chunk_762",,bm25
A061,数据结构 (邓俊辉) (Z-Library)_chunk_130,,tfidf
A061,数据结构 (邓俊辉) (Z-Library)_chunk_457,,tfidf
A061,数据结构 (邓俊辉) (Z-Library)_chunk_458,,bm25/dense/dense_bm25/tfidf
A061,数据结构 (邓俊辉) (Z-Library)_chunk_460,,dense/dense_bm25
A061,数据结构 (邓俊辉) (Z-Library)_chunk_90,,dense
A061,数据结构 (邓俊辉) (Z-Library)_chunk_95,,dense/dense_bm25/tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_310,,dense
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_311,,dense/dense_bm25/tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_312,,dense/dense_bm25/tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_313,,dense
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_314,,tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_317,,dense
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_320,,dense
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_323,,dense/dense_bm25
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_331,,dense
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_337,,dense/dense_bm25
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_338,,dense/dense_bm25/tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_346,,bm25/dense/dense_bm25/tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_352,,tfidf
A061,数据结构（C语言版 第2版） (严蔚敏) (Z-Library)_chunk_353,,bm25/dense_bm25/tfidf
